mrp,price,product_category,rating,review_count,Silk,Cotton,Modal,Nylon,Rayon,Spandex,Elastane,polyester,Viscose,Polyurethane,Classe
36.0,36.0,Thongs,0.0,0,0,0,0,89.0,0,11.0,0,0,0,0,0
50.0,50.0,Bras-and-tops,0.0,0,0,0,0,77.0,0,18.0,0,5,0,0,0
32.0,32.0,Panties,5.0,2,0,96,0,0.0,0,4.0,0,0,0,0,1
20.0,20.0,Thongs,5.0,7,0,0,0,100.0,0,0.0,0,0,0,0,0
41.0,41.0,Collections,0.0,0,0,0,0,90.0,0,10.0,0,0,0,0,0
72.0,72.0,Collections,0.0,0,0,0,0,100.0,0,0.0,0,0,0,0,0
55.0,55.0,Collections,0.0,0,0,0,0,100.0,0,0.0,0,0,0,0,0
53.0,53.0,Collections,0.0,0,0,0,95,0.0,0,5.0,0,0,0,0,1
32.0,32.0,Collections,4.9,8,0,0,0,100.0,0,0.0,0,0,0,0,0
102.0,68.99,Collections,0.0,0,0,0,0,91.0,0,9.0,0,0,0,0,0
34.0,34.0,Collections,0.0,0,0,0,0,75.0,25,0.0,0,0,0,0,0
34.0,34.0,Collections,0.0,0,0,0,0,100.0,0,0.0,0,0,0,0,0
34.0,34.0,Panties,0.0,0,0,0,0,75.0,25,0.0,0,0,0,0,0
40.0,40.0,Lingerie,0.0,0,0,0,0,100.0,0,0.0,0,0,0,0,0
41.0,41.0,Thongs,0.0,0,0,0,0,90.0,0,10.0,0,0,0,0,0
58.0,58.0,Bras-and-tops,0.0,0,0,0,0,100.0,0,0.0,0,0,0,0,0
41.0,41.0,Thongs,0.0,0,0,0,0,100.0,0,0.0,0,0,0,0,0
52.0,52.0,Collections,0.0,0,0,0,0,82.0,0,18.0,0,0,0,0,0
58.0,58.0,Lingerie,0.0,0,0,0,0,0.0,90,10.0,0,0,0,0,1
82.0,82.0,Collections,0.0,0,0,0,0,0.0,90,10.0,0,0,0,0,1
31.0,31.0,Thongs,0.0,0,0,0,0,100.0,0,0.0,0,0,0,0,0
64.0,64.0,Bras-and-tops,0.0,0,0,0,0,71.0,15,14.0,0,0,0,0,0
96.0,96.0,Lingerie,0.0,0,0,0,0,72.0,0,28.0,0,0,0,0,0
18.0,18.0,Thongs,4.0,1,0,96,0,0.0,0,4.0,0,0,0,0,1
22.0,22.0,Thongs,0.0,0,0,0,0,0.0,95,5.0,0,0,0,0,1
39.0,39.0,Thongs,0.0,0,0,0,0,75.0,25,0.0,0,0,0,0,0
53.0,53.0,Lingerie,0.0,0,0,0,0,0.0,0,0.0,0,100,0,0,1
42.0,42.0,Collections,5.0,4,0,0,0,0.0,90,10.0,0,0,0,0,1
50.0,50.0,Collections,0.0,0,0,0,0,92.0,0,8.0,0,0,0,0,0
68.0,68.0,Collections,0.0,0,0,0,0,0.0,90,10.0,0,0,0,0,1
28.0,28.0,Lingerie,0.0,0,0,0,0,0.0,0,0.0,0,100,0,0,1
34.0,34.0,Collections,0.0,0,0,0,0,72.0,0,28.0,0,0,0,0,0
24.0,24.0,Thongs,0.0,0,0,0,0,88.0,0,12.0,0,0,0,0,0
135.0,135.0,Collections,0.0,0,0,0,0,100.0,0,0.0,0,0,0,0,0
56.0,56.0,Collections,5.0,1,0,0,0,79.0,0,21.0,0,0,0,0,0
75.0,75.0,Bras-and-tops,0.0,0,0,0,0,0.0,90,10.0,0,0,0,0,1
96.0,96.0,Collections,0.0,0,0,0,0,72.0,0,28.0,0,0,0,0,0
38.0,25.99,Panties,0.0,0,0,0,0,100.0,0,0.0,0,0,0,0,0
50.0,50.0,Collections,0.0,0,0,0,0,77.0,0,18.0,0,5,0,0,0
41.0,41.0,Collections,0.0,0,0,0,0,100.0,0,0.0,0,0,0,0,0
18.0,18.0,Collections,5.0,2,0,96,0,0.0,0,4.0,0,0,0,0,1
68.0,68.0,Collections,5.0,1,0,0,0,100.0,0,0.0,0,0,0,0,0
49.0,49.0,Collections,0.0,0,0,0,0,90.0,0,10.0,0,0,0,0,0
20.0,20.0,Collections,0.0,0,0,0,0,88.0,0,12.0,0,0,0,0,0
89.0,89.0,Bras-and-tops,0.0,0,0,0,0,100.0,0,0.0,0,0,0,0,0
54.0,54.0,Collections,0.0,0,0,0,0,100.0,0,0.0,0,0,0,0,0
42.0,42.0,Bras-and-tops,0.0,0,0,0,0,100.0,0,0.0,0,0,0,0,0
79.0,79.0,Collections,0.0,0,0,0,0,100.0,0,0.0,0,0,0,0,0
106.0,106.0,Collections,4.0,2,0,0,0,0.0,0,0.0,0,100,0,0,1
106.0,106.0,Collections,4.0,2,0,100,0,0.0,0,0.0,0,0,0,0,1
72.0,72.0,Collections,0.0,0,0,0,0,0.0,0,0.0,0,100,0,0,1
45.0,45.0,Collections,0.0,0,0,0,0,72.5,0,27.5,0,0,0,0,0
82.0,82.0,Collections,0.0,0,0,0,0,100.0,0,0.0,0,0,0,0,0
39.0,39.0,Collections,0.0,0,0,0,0,0.0,0,0.0,0,100,0,0,1
68.0,68.0,Bras-and-tops,0.0,0,0,0,0,72.0,0,28.0,0,0,0,0,0
89.0,89.0,Lingerie,0.0,0,0,0,0,100.0,0,0.0,0,0,0,0,0
79.0,79.0,Thongs,0.0,0,0,0,0,100.0,0,0.0,0,0,0,0,0
99.0,99.0,Thongs,0.0,0,0,0,0,72.0,0,28.0,0,0,0,0,0
74.0,74.0,Lingerie,0.0,0,0,0,0,100.0,0,0.0,0,0,0,0,0
108.0,108.0,Lingerie,0.0,0,0,0,0,100.0,0,0.0,0,0,0,0,0
34.0,22.99,Panties,0.0,0,0,0,0,100.0,0,0.0,0,0,0,0,0
112.0,112.0,Collections,0.0,0,0,0,0,0.0,90,10.0,0,0,0,0,1
48.0,48.0,Collections,0.0,0,0,0,0,75.0,25,0.0,0,0,0,0,0
100.0,100.0,Collections,0.0,0,0,0,0,100.0,0,0.0,0,0,0,0,0
48.0,48.0,Panties,0.0,0,0,0,0,75.0,25,0.0,0,0,0,0,0
66.0,66.0,Bras-and-tops,5.0,1,0,0,0,100.0,0,0.0,0,0,0,0,0
69.0,69.0,Bras-and-tops,0.0,0,0,100,0,0.0,0,0.0,0,0,0,0,1
20.0,20.0,Collections,5.0,1,0,0,0,100.0,0,0.0,0,0,0,0,0
48.0,48.0,Collections,0.0,0,0,0,0,100.0,0,0.0,0,0,0,0,0
83.0,83.0,Collections,0.0,0,0,100,0,0.0,0,0.0,0,0,0,0,1
140.0,140.0,Collections,0.0,0,0,0,0,100.0,0,0.0,0,0,0,0,0
68.0,68.0,Collections,0.0,0,0,0,0,72.0,0,28.0,0,0,0,0,0
34.0,34.0,Panties,5.0,1,0,96,0,0.0,0,4.0,0,0,0,0,1
53.0,53.0,Collections,0.0,0,0,0,0,100.0,0,0.0,0,0,0,0,0
135.0,135.0,Lingerie,0.0,0,0,0,0,100.0,0,0.0,0,0,0,0,0
60.0,60.0,Bras-and-tops,0.0,0,0,0,0,72.0,0,28.0,0,0,0,0,0
60.0,60.0,Bras-and-tops,0.0,0,0,0,0,0.0,94,6.0,0,0,0,0,1
24.0,24.0,Collections,0.0,0,0,0,0,100.0,0,0.0,0,0,0,0,0
50.0,50.0,Bras-and-tops,0.0,0,0,0,0,92.0,0,8.0,0,0,0,0,0
47.0,47.0,Collections,0.0,0,0,0,0,0.0,0,0.0,0,100,0,0,1
49.0,49.0,Panties,0.0,0,0,0,0,82.0,0,18.0,0,0,0,0,0
39.0,39.0,Collections,0.0,0,0,0,0,89.0,0,11.0,0,0,0,0,0
25.0,25.0,Collections,0.0,0,0,0,0,100.0,0,0.0,0,0,0,0,0
45.0,45.0,Lingerie,0.0,0,0,0,0,100.0,0,0.0,0,0,0,0,0
69.0,69.0,Thongs,0.0,0,0,0,0,79.0,0,21.0,0,0,0,0,0
34.0,34.0,Panties,0.0,0,0,0,0,72.0,0,28.0,0,0,0,0,0
64.0,64.0,Collections,0.0,0,0,0,0,71.0,15,14.0,0,0,0,0,0
42.0,42.0,Panties,0.0,0,0,0,0,100.0,0,0.0,0,0,0,0,0
48.0,48.0,Collections,0.0,0,0,96,0,0.0,0,4.0,0,0,0,0,1
98.0,98.0,Collections,5.0,1,0,0,0,100.0,0,0.0,0,0,0,0,0
112.0,112.0,Lingerie,0.0,0,0,0,0,0.0,90,10.0,0,0,0,0,1
56.0,56.0,Collections,0.0,0,0,0,0,89.0,0,11.0,0,0,0,0,0
20.0,20.0,Collections,0.0,0,0,0,0,100.0,0,0.0,0,0,0,0,0
48.0,48.0,Bras-and-tops,0.0,0,0,0,0,100.0,0,0.0,0,0,0,0,0
22.0,22.0,Collections,0.0,0,0,0,0,0.0,95,5.0,0,0,0,0,1
23.0,23.0,Collections,0.0,0,0,0,0,88.0,0,12.0,0,0,0,0,0
23.0,23.0,Collections,0.0,0,0,0,0,75.0,25,0.0,0,0,0,0,0
32.0,32.0,Lingerie,0.0,0,0,0,0,100.0,0,0.0,0,0,0,0,0
62.0,62.0,Bras-and-tops,0.0,0,0,0,0,79.0,0,21.0,0,0,0,0,0
71.0,71.0,Panties,0.0,0,0,96,0,0.0,0,4.0,0,0,0,0,1
24.0,24.0,Thongs,0.0,0,0,0,0,100.0,0,0.0,0,0,0,0,0
36.0,36.0,Panties,0.0,0,0,0,0,0.0,95,5.0,0,0,0,0,1
39.0,39.0,Panties,0.0,0,0,0,0,79.0,0,21.0,0,0,0,0,0
15.0,15.0,Thongs,0.0,0,0,0,0,0.0,0,0.0,0,100,0,0,1
68.0,68.0,Collections,0.0,0,0,0,0,75.0,25,0.0,0,0,0,0,0
52.0,52.0,Bras-and-tops,5.0,4,0,0,0,90.0,0,10.0,0,0,0,0,0
32.0,32.0,Panties,0.0,0,0,0,0,100.0,0,0.0,0,0,0,0,0
24.0,24.0,Collections,0.0,0,0,0,0,90.0,0,10.0,0,0,0,0,0
32.0,32.0,Collections,5.0,2,0,96,0,0.0,0,4.0,0,0,0,0,1
38.0,38.0,Collections,0.0,0,0,0,0,89.0,0,11.0,0,0,0,0,0
18.0,18.0,Collections,0.0,0,0,0,0,0.0,0,0.0,0,100,0,0,1
57.0,57.0,Lingerie,0.0,0,0,0,0,100.0,0,0.0,0,0,0,0,0
49.0,49.0,Collections,0.0,0,0,0,0,82.0,0,18.0,0,0,0,0,0
47.0,47.0,Panties,0.0,0,0,0,0,79.0,0,21.0,0,0,0,0,0
57.0,57.0,Collections,0.0,0,0,100,0,0.0,0,0.0,0,0,0,0,1
23.0,23.0,Thongs,0.0,0,0,0,0,75.0,25,0.0,0,0,0,0,0
295.0,295.0,Collections,0.0,0,0,60,0,17.0,23,0.0,0,0,0,0,1
15.0,15.0,Bras-and-tops,0.0,0,0,0,0,0.0,0,0.0,0,100,0,0,1
32.0,32.0,Thongs,0.0,0,0,0,0,94.0,0,6.0,0,0,0,0,0
48.0,48.0,Bras-and-tops,0.0,0,0,96,0,0.0,0,4.0,0,0,0,0,1
30.0,30.0,Collections,3.5,2,0,0,0,100.0,0,0.0,0,0,0,0,0
72.0,72.0,Bras-and-tops,0.0,0,0,0,0,89.0,0,11.0,0,0,0,0,0
28.0,28.0,Collections,0.0,0,0,0,0,100.0,0,0.0,0,0,0,0,0
39.0,25.99,Panties,0.0,0,0,0,0,100.0,0,0.0,0,0,0,0,0
75.0,75.0,Bras-and-tops,0.0,0,0,0,0,100.0,0,0.0,0,0,0,0,0
29.0,29.0,Collections,0.0,0,0,0,0,100.0,0,0.0,0,0,0,0,0
92.0,92.0,Lingerie,0.0,0,0,0,0,95.0,0,5.0,0,0,0,0,0
22.0,22.0,Collections,0.0,0,0,0,0,77.0,0,18.0,0,5,0,0,0
88.0,88.0,Lingerie,0.0,0,0,0,0,100.0,0,0.0,0,0,0,0,0
58.0,58.0,Bras-and-tops,0.0,0,0,96,0,0.0,0,4.0,0,0,0,0,1
82.0,82.0,Bras-and-tops,0.0,0,0,0,0,100.0,0,0.0,0,0,0,0,0
53.0,53.0,Bras-and-tops,0.0,0,0,0,0,100.0,0,0.0,0,0,0,0,0
44.0,44.0,Collections,0.0,0,0,0,0,100.0,0,0.0,0,0,0,0,0
75.0,75.0,Collections,5.0,2,0,0,0,72.0,0,28.0,0,0,0,0,0
65.0,65.0,Collections,0.0,0,0,0,0,100.0,0,0.0,0,0,0,0,0
35.0,35.0,Collections,0.0,0,0,0,0,79.0,0,21.0,0,0,0,0,0
11.0,11.0,Lingerie,0.0,0,0,0,0,92.0,0,8.0,0,0,0,0,0
52.0,52.0,Collections,0.0,0,0,0,0,100.0,0,0.0,0,0,0,0,0
28.0,28.0,Thongs,0.0,0,0,0,0,79.0,0,21.0,0,0,0,0,0
30.0,30.0,Panties,3.5,2,0,0,0,100.0,0,0.0,0,0,0,0,0
39.0,39.0,Collections,0.0,0,0,0,0,100.0,0,0.0,0,0,0,0,0
49.0,49.0,Collections,0.0,0,0,0,0,89.0,0,11.0,0,0,0,0,0
135.0,135.0,Lingerie,0.0,0,0,0,0,82.0,0,18.0,0,0,0,0,0
94.0,94.0,Collections,0.0,0,0,0,100,0.0,0,0.0,0,0,0,0,1
23.0,23.0,Thongs,0.0,0,0,0,0,88.0,0,12.0,0,0,0,0,0
66.0,66.0,Bras-and-tops,0.0,0,0,0,0,72.0,0,28.0,0,0,0,0,0
45.0,45.0,Panties,0.0,0,0,0,0,72.5,0,27.5,0,0,0,0,0
56.0,56.0,Collections,0.0,0,0,0,0,100.0,0,0.0,0,0,0,0,0
54.0,54.0,Collections,0.0,0,0,0,0,75.0,25,0.0,0,0,0,0,0
25.0,25.0,Thongs,0.0,0,0,0,0,90.0,0,10.0,0,0,0,0,0
68.0,68.0,Bras-and-tops,0.0,0,0,0,0,0.0,95,5.0,0,0,0,0,1
55.0,55.0,Bras-and-tops,0.0,0,0,0,0,100.0,0,0.0,0,0,0,0,0
57.0,57.0,Collections,0.0,0,0,0,0,100.0,0,0.0,0,0,0,0,0
66.0,66.0,Bras-and-tops,0.0,0,0,100,0,0.0,0,0.0,0,0,0,0,1
72.0,72.0,Lingerie,0.0,0,0,0,0,100.0,0,0.0,0,0,0,0,0
615.0,615.0,Collections,0.0,0,0,0,0,100.0,0,0.0,0,0,0,0,1
39.0,39.0,Panties,0.0,0,0,0,0,100.0,0,0.0,0,0,0,0,0
66.0,66.0,Lingerie,0.0,0,0,0,0,0.0,90,10.0,0,0,0,0,1
70.0,70.0,Collections,0.0,0,0,0,0,90.0,0,10.0,0,0,0,0,0
39.0,39.0,Panties,0.0,0,0,0,0,72.0,0,28.0,0,0,0,0,0
60.0,60.0,Thongs,0.0,0,0,0,0,100.0,0,0.0,0,0,0,0,0
54.0,54.0,Bras-and-tops,0.0,0,0,0,0,75.0,25,0.0,0,0,0,0,0
64.0,64.0,Collections,0.0,0,0,0,0,100.0,0,0.0,0,0,0,0,0
32.0,32.0,Collections,0.0,0,0,0,0,100.0,0,0.0,0,0,0,0,0
110.0,110.0,Collections,0.0,0,0,0,0,100.0,0,0.0,0,0,0,0,0
32.0,32.0,Collections,0.0,0,0,0,0,75.0,25,0.0,0,0,0,0,0
25.0,25.0,Collections,0.0,0,0,0,0,90.0,0,10.0,0,0,0,0,0
66.0,66.0,Collections,0.0,0,0,0,0,100.0,0,0.0,0,0,0,0,0
25.0,25.0,Thongs,0.0,0,0,0,0,100.0,0,0.0,0,0,0,0,0
102.0,102.0,Lingerie,0.0,0,0,0,0,0.0,0,0.0,0,100,0,0,1
59.0,59.0,Bras-and-tops,0.0,0,0,0,0,100.0,0,0.0,0,0,0,0,0
20.0,20.0,Collections,5.0,2,0,0,0,100.0,0,0.0,0,0,0,0,0
39.0,39.0,Collections,5.0,2,0,0,0,79.0,0,21.0,0,0,0,0,0
